Country ,City,IATA Code,Pax number ,,Adventure,Nature,Shopping,Party,Learn,Finshed,Uploaded
Bahrain,Bahrain,BAH,"8,800,000",,,,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Bangladesh,Dhaka,DAC,"6,100,000",,,,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Barbados,Bridgetown,BGI,"2,100,000",,,x,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Belarus,Minsk,MSQ,"3,400,000",,,x,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Belgium,Brussels,"BRU, CRL","30,000,000",,,,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Belize,Belize City,BZE,"870,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Bermuda,Hamilton,BDA,"900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Bolivia,Santa Cruz,VVI,"2,400,000",,,,x,,x,FALSE,FALSE
,La Paz,LPB,"1,800,000",,,,,x,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Bosnia and Herzegovina,Sarajevo,SJJ,"840,000",,,x,,x,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Botswana,Gaborone,GBE,,,,,,,,FALSE,FALSE
,Maun,MUB,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Brazil,Sao Paulo,"GRU, CGH","58,000,000",,,,x,,x,FALSE,FALSE
,Rio De Janiero,"GIG, SDU","24,100,000",,,,,x,x,FALSE,FALSE
,Brasilia,BSB,"18,000,000",,,,,,x,FALSE,FALSE
,Belo Horizonte,CNF,"9,700,000",,,x,,,,FALSE,FALSE
,Campinas,VCP,"9,400,000",,,,,,,FALSE,FALSE
,Porto Alegre,POA,"7,700,000",,,,,,,FALSE,FALSE
,Salvador,SSA,"7,500,000",,,,,,,FALSE,FALSE
,Recife,REC,"6,800,000",,,,,,,FALSE,FALSE
,Curitiba,CWB,"6,400, 000",,,,,,,FALSE,FALSE
,Fortaleza,FOR,"5,700,000",,,,,,,FALSE,FALSE
,Florianopolis,FLN,"3,500,000",,,x,,,,FALSE,FALSE
,Foz do Iguaçu,IGU,"1,800,000",,,x,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Brunei,Bandar Seri Begawan,BWN,"1,300,000",,,,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Bulgaria,Sofia,SOF,"3,800,000",,,,,,,FALSE,FALSE
,Bourgas,BOJ,"2,500,000",,,,,,,FALSE,FALSE
,Varna,VAR,"1,400,000",,,,,,,FALSE,FALSE
,Plovdiv,PDV,"100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Cambodia,Siem Reap,REP,"3,500,000",,,,,,,FALSE,FALSE
,Phnom Penh,PNH,"3,400,000",,,,,,,FALSE,FALSE
,Sihanoukville,KOS,"100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Cameroon,Douala,DLA,"1,500,000",,,,,,,FALSE,FALSE
,Yaounde,NSI,"210,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Canada,Toronto,YYZ,"47,100,000",,,,,,,FALSE,FALSE
,Vancouver,YVR,"22,300,000",,,,,,,FALSE,FALSE
,Montreal,YUL,"16,600,000",,,,,,,FALSE,FALSE
,Calgary,YYC,"15,700,000",,,,,,,FALSE,FALSE
,Edmonton,YEG,"7,500,000",,,,,,,FALSE,FALSE
,Ottawa,YOW,"4,700,000",,,,,,,FALSE,FALSE
,Winnipeg,YWG,"4,000,000",,,,,,,FALSE,FALSE
,Kelowna,YLW,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Cayman Islands,Grand Cayman Island,GCM,"1,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Chile,Santiago,SCL,"17,200,000",,,,,,,FALSE,FALSE
,Antofagasta,ANF,"1,900,000",,,,x,,,FALSE,FALSE
,Puerto Montt,PMC,"1,200,000",,,,,,,FALSE,FALSE
,Easter Island,IPC,"160,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
China,Beijing,"PEK,SHA","134,900,000",,,,,,,FALSE,FALSE
,Shanghai,PVG,"66,000,000",,,,x,,,FALSE,FALSE
,Guangzhou,CAN,"59,700,000",,,,x,,,FALSE,FALSE
,Chengdu,CTU,"46,000,000",,,,,,,FALSE,FALSE
,Kunming,KMG,"41,980,000",,,,,,,FALSE,FALSE
,Xi’an,XIY,"36,900,000",,,,,,,FALSE,FALSE
,Chongqing,CKG,"35,900,000",,,,,,,FALSE,FALSE
,Changsha,CSX,"21,300,000",,,,,,,FALSE,FALSE
,Guilin,KWL,"6,670,000",,,,,,,FALSE,FALSE
,Lhasa,LXA,"3,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Colombia,Bogota,BOG,"20,200,000",,,,,,,FALSE,FALSE
,Medellín,"MDE,EOH","4,600,000",,,,,,,FALSE,FALSE
,Cali,CLO,"3,200,000",,,,,,,FALSE,FALSE
,Cartagena,CTG,"2,140,000",,,,,,,FALSE,FALSE
,Barranquilla,BAQ,"1.680,000",,,,,,,FALSE,FALSE
,Bucaramanga,BGA,"1,300,000",,,,,,,FALSE,FALSE
,San Andres,ADZ,"1,001,000",,,,,,,FALSE,FALSE
,Pereira,PEI,"860,000",,,,,,,FALSE,FALSE
,Santa Marta,SMR,"864,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Republic of Congo,Pointe Noire,PNR,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Costa Rica,San Jose,SJO,"4,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Crimea (flights can only be done through Russia),Simferopol,SIP,"5,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Croatia,Zagreb,ZAG,"2,800,000",,,x,,x,x,FALSE,FALSE
,Split,SPU,"2,200,000",,,x,,,x,FALSE,FALSE
,Dubrovnik,DBV,"2,000,000",,,x,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Cuba,Havana,HAV,"4,000,000",,,x,,x,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Curacao,Curacao,CUR,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Cyprus,Larnaca,LCA,"5,200,000",,,x,,x,x,FALSE,FALSE
,Paphos,PFO,"2,200,000",,,x,,,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Czech Republic,Prague,PRG,"12,000,000",,,x,,x,x,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Denmark,Copenahgen,CPH,"29,000,000",,,,,,,FALSE,FALSE
,Billund,BLL,"3,100,000",,,,,,,FALSE,FALSE
,Aalborg,AAL,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Dijibouti,Dijibouti,JIB,"260,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Dominican Republic,Punta Cana,PUJ,"6,400,000",,,,,,,FALSE,FALSE
,Santa Domingo,SDQ,"3,700,000",,,,,,,FALSE,FALSE
,Puerto Plata,POP,"740,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
DR of Congo,Kinshasa,FIH,"773,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Ecuador,Quito,UIO,"6,000,000",,,,x,,,FALSE,FALSE
,Guayaquil,GYE,"4,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Egypt,Cairo,CAI,"14,700,000",,,,,,,FALSE,FALSE
,Hurghada,HRG,"2,900,000",,,,,,,FALSE,FALSE
,Alexandria,HBE,"2,600,000",,,,,,,FALSE,FALSE
,Sharm El Sheikh,SSH,"1,800,000",,,,,,,FALSE,FALSE
,Luxor,LXR,"1,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
El Salvador,San Salvador,SAL,"3,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Estonia,Tallinn,TLL,"2,220,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Ethiopia,Addis Ababa,ADD,"8,900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Fiji,Nadi,NAN,"2,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Finland,Helsinki,HEL,"17,173,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
France,Paris,"CDG,ORY,BVA","96,600,000",,,,x,,,FALSE,FALSE
,Nice,NCE,"11,700,000",,,,,,,FALSE,FALSE
,Lyon,LYS,"8,500,000",,,,,,,FALSE,FALSE
,Marseille,MRS,"8,200,000",,,,,,,FALSE,FALSE
,Toulouse,TLS,"7,500,000",,,,,,,FALSE,FALSE
,Mulhouse,MLH,"6,500,000",,,,,,,FALSE,FALSE
,Bordeaux,BOD,"5,000,000",,,,,,,FALSE,FALSE
,Nantes,NTE,"4,200,000",,,,,,,FALSE,FALSE
,Montpellier,MPL,"1,400,000",,,,,,,FALSE,FALSE
,Strasbourg,SXB,"1,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
French Guinea,Cayenne,CAY,"400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
French Polynesia,Papeete,PPT,"1,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Georgia,Tbilisi,TBS,"2,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Germany,Frankfurt,FRA,"61,000,000",,,,,,,FALSE,FALSE
,Munich,MUC,"42,200,000",,,,,,,FALSE,FALSE
,Berlin,"TXL, SXF","32,800,000",,,,,,,FALSE,FALSE
,Düsseldorf,DUS,"23,500,000",,,,,,,FALSE,FALSE
,Hamburg,HAM,"16,200,000",,,,,,,FALSE,FALSE
,Cologne,CGN,"11,900,000",,,,,,,FALSE,FALSE
,Stuttgart,POA,"10,600,000",,,,,,,FALSE,FALSE
,Hanover,HAJ,"5,400,000",,,,,,,FALSE,FALSE
,Bremen,BRE,"2,500,000",,,,,,,FALSE,FALSE
,Leipzig,LEJ,"2,200,000",,,,,,,FALSE,FALSE
,Dortmund,DTM,"1,900,000",,,,,,,FALSE,FALSE
,Dresden,DRS,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Gibraltar,Gibraltar,GIB,"450,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Greece,Athens,ATH,"20,000,000",,,,,,,FALSE,FALSE
,Heraklion,HER,"6,900,000",,,,,,,FALSE,FALSE
,Thessaloniki,SKG,"6,000,000",,,,,,,FALSE,FALSE
,Rhodes,RHO,"5,000,000",,,,,,,FALSE,FALSE
,Chania,CHQ,"3,000,000",,,,,,,FALSE,FALSE
,Corfu,CFU,"2,800,000",,,,,,,FALSE,FALSE
,Kos,KGS,"1,900,000",,,,,,,FALSE,FALSE
,Santorini,JTR,"1,700,000",,,,,,,FALSE,FALSE
,Zakynthos,ZTH,"1,400,000",,,,,,,FALSE,FALSE
,Mykonos,JMK,"1,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Guadeloupe,Pointe-a-Pitre,PTP,"2,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Guam,Tamuning,GUM,"2,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Guatemala,Guatemala City,GUA,"2,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Haiti,Port-au-Prince,PAP,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Honduras,San Pedro Sula,SAP,"870,000",,,,,,,FALSE,FALSE
,Roatan,RTB,"370,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Hong Kong,Hong Kong,HKG,"70,500,000",,,,x,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Hungary,Budapest,BUD,"11,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Iceland,Reykjavik,KEF,"6,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
India,Delhi,DEL,"57,700,000",,,,,,,FALSE,FALSE
,Mumbai,BOM,"45,100,000",,,,,,,FALSE,FALSE
,Bangalore,BLR,"32,800,000",,,,,,,FALSE,FALSE
,Chennai,MAA,"18,300,000",,,,,,,FALSE,FALSE
,Kolkata,CCU,"15,800,000",,,,,,,FALSE,FALSE
,Hyderabad,HYD,"11,900,000",,,,,,,FALSE,FALSE
,Kochi,COK,"9,000,000",,,,,,,FALSE,FALSE
,Ahmedabad,AMD,"7,400,000",,,,,,,FALSE,FALSE
,Pune,PNQ,"6,800,000",,,,,,,FALSE,FALSE
,Dabolim (Goa),GOI,"4,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Indonesia,Jakarta,"CGK, HLP","64,300,000",,,,,,,FALSE,FALSE
,Denpasar (Bali),DPS,"20,000,000",,,,x,,,FALSE,FALSE
,Surabaya,SUB,"19,500,000",,,,,,,FALSE,FALSE
,Makassar,UPG,"10,700,000",,,,,,,FALSE,FALSE
,Medan,KNO,"9,000,000",,,,,,,FALSE,FALSE
,Balikpapan,BPN,"7,500,000",,,,,,,FALSE,FALSE
,Yogyakarta,JOG,"7,200,000",,,,,,,FALSE,FALSE
,Batam,BTH,"6,200,000",,,,,,,FALSE,FALSE
,Semarang,SRG,"4,200,000",,,,,,,FALSE,FALSE
,Padang,PDG,"3,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Iran,Tehran,"THR,IKA","24,100,000",,,,,,,FALSE,FALSE
,Mashad,MHD,"10,000,000",,,,,,,FALSE,FALSE
,Shiraz,SYZ,"3,300,000",,,,,,,FALSE,FALSE
,Isfahan,AWZ,"2,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Ireland,Dublin,DUB,"21,700,000",,,,,,,FALSE,FALSE
,Cork,ORK,"2,100,000",,,,,,,FALSE,FALSE
,Shannon,SNN,"1,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Israel,Tel Aviv,TLV,"17,900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Italy,Rome,"FCO,CIA","47,000,000",,,,x,,,FALSE,FALSE
,Milan,"MXP,LIN,BGY","40,100,000",,,,x,,,FALSE,FALSE
,Venice,VCE,"9,600,000",,,,,,,FALSE,FALSE
,Catania,CTA,"18,300,000",,,,,,,FALSE,FALSE
,Bologna,BLQ,"7,700,000",,,,x,,,FALSE,FALSE
,Naples,NAP,"6,800,000",,,,,,,FALSE,FALSE
,Palermo,PMO,"5,300,000",,,,,,,FALSE,FALSE
,Pisa,PSA,"5,000,000",,,,,,,FALSE,FALSE
,Bari,BRI,"4,300,000",,,,,,,FALSE,FALSE
,Turin,TRN,"4,000,000",,,,,,,FALSE,FALSE
,Cagliari,CAG,"3,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Ivory Coast,Abidjan,ABJ,"1,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Jamaica,Montego Bay,MBJ,"4,000,000",,,,,,,FALSE,FALSE
,Kingston,KIN,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Japan,Tokyo,"NRT,HND","89,900,000",,,,,,,FALSE,FALSE
,Osaka,"KIX,ITM","37,800,000",,,,,,,FALSE,FALSE
,Fukoka,FUK,"21,000,000",,,,,,,FALSE,FALSE
,Sapporo,CTS,"20,500,000",,,,,,,FALSE,FALSE
,Naha,OKA,"18,400,000",,,,,,,FALSE,FALSE
,Kagoshima,KOJ,"5,200,000",,,,,,,FALSE,FALSE
,Kumamoto,KMJ,"3,200,000",,,,,,,FALSE,FALSE
,Sendai,SDJ,"3,100,000",,,,,,,FALSE,FALSE
,Matsuyama,MYJ,"2,900,000",,,,,,,FALSE,FALSE
,Ishigaki,ISG,"2,300,000",,,,,,,FALSE,FALSE
,Komatsu,KMQ,"1,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Jordan,Amman,AMM,"7,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Kazakhstan,Almaty,ALA,"4,900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Kenya,Nairobi,NBO,"7,100,000",,,,,,,FALSE,FALSE
,Mombasa,MBA,"1,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Kosovo,Pristina,PRN,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Kuwait,Kuwait,KWI,"11,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Kyrgyzstan,Bishkek,FRU,"1,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Laos,Vientiane,VTE,,,,,,,,FALSE,FALSE
,Luang Prabang,LPQ,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Latvia,Riga,RIX,"5,400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,FALSE,FALSE
,,,,,,,,,,FALSE,FALSE
Lebanon,Beirut,BEY,"7,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Lesotho,Maseru,MSU,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Lithuania,Vilnius,VNO,"3,800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Luxembourg,Luxembourg,LUX,"3,000,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Macau,Macau,MFM,"6,600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Madagascar,Antananarivo,TNR,"600,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Malawi,Lilongwe,LLW,"300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Malaysia,Kuala Lumpur,"KUL,SZB","55,400,000",,,,,,,FALSE,FALSE
,Kota Kinabalu,BKI,"7,200,000",,,,,,,FALSE,FALSE
,George Town (Penang),PEN,"6,700,000",,,,,,,FALSE,FALSE
,Kuching,KCH,"4,900,000",,,,,,,FALSE,FALSE
,Johor Bahru,JHB,"2,800,000",,,,,,,FALSE,FALSE
,Langkawi,LGK,"2,600,000",,,,,,,FALSE,FALSE
,Miri,MYY,"2,200,000",,,,,,,FALSE,FALSE
,Kota Bahru,KBR,"2,000,000",,,,,,,FALSE,FALSE
,Sibu,SBW,"1,500,000",,,,,,,FALSE,FALSE
,Tawau,TWU,"1,300,000",,,,,,,FALSE,FALSE
,Kuala Terrengganu,TGG,"900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Maldives,Male,MLE,"1,300,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mali,Bamako,BKO,"900,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Malta,Luqa,MLA,"5,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Martinique,Fort De France,FDF,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mauritania,Nouakchott,NKC,,,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mauritius,Mauritius,MRU,"3,500,000",,,,,,,FALSE,FALSE
,Rodrigues Island,RRG,"50,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mexico,Mexico City,MEX,"41,700,000",,,,,,,FALSE,FALSE
,Cancún,CUN,"21,400,000",,,,,,,FALSE,FALSE
,Guadalajara,GDL,"11,300,000",,,,,,,FALSE,FALSE
,Monterrey,MTY,"9,200,000",,,,,,,FALSE,FALSE
,Tijuana,TIJ,"6,300,000",,,,,,,FALSE,FALSE
,San José del Cabo,SJD,"4,100,000",,,,,,,FALSE,FALSE
,Puerto Vallarta,PVR,"4,000,000",,,,,,,FALSE,FALSE
,Mérida,MID,"2,000,000",,,,,,,FALSE,FALSE
,Tuxtla Gutiérrez,TGZ,"1,300,000",,,,,,,FALSE,FALSE
,Villahermosa,VSA,"1,200,000",,,,,,,FALSE,FALSE
,Acapulco,ACA,"720,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Moldova,Chisinau,KIV,"2,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mongolia,Ulan Bator,ULN,"1,100,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Montenegro,Tivat,TIV,"980,000",,,,,,,FALSE,FALSE
,Podgorica,TGD,"870,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Morocco,Casablanca,CMN,"7,600,000",,,,,,,FALSE,FALSE
,Marrakesh,RAK,"4,000,000",,,,,,,FALSE,FALSE
,Agadir,AGA,"1,400,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mozambique,Maputo,MPM,"670,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Mozambique,Maputo,MPM,"670,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Namibia,Windhoek,WDH,"800,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Nepal,Kathmandu,KTM,"3,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Netherlands,Amsterdam,AMS,"58,200,000",,,,,,,FALSE,FALSE
,Eindhoven,EIN,"4,800,000",,,,,,,FALSE,FALSE
,Rotterdam,RTM,"1,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
New Caledonia,Noumea,NOU,"480,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
New Zealand,Auckland,AKL,"19,000,000",,,,,,,FALSE,FALSE
,Christchurch,CHC,"6,600,000",,,,,,,FALSE,FALSE
,Wellington,WLG,"6,100,000",,,,,,,FALSE,FALSE
,Queenstown,ZQN,"1,900,000",,,,,,,FALSE,FALSE
,Nelson,NSN,"1,000,000",,,,,,,FALSE,FALSE
,Dunedin,DUD,"970,000",,,,,,,FALSE,FALSE
,Napier,NPE,"650,000",,,,,,,FALSE,FALSE
,New Plymouth,NPL,"410,000",,,,,,,FALSE,FALSE
,Tauranga,TRG,"300,000",,,,,,,FALSE,FALSE
,Invercargill,IVC,"290,000",,,,,,,FALSE,FALSE
,Rotorua,ROT,"220,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Nicaragua,Managua,MGA,"1,500,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Nigeria,Lagos,LOS,"6,700,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Norway,Oslo,OSL,"25,600,000",,,,,,,FALSE,FALSE
,Bergen,BGO,"6,000,000",,,,,,,FALSE,FALSE
,Trondheim,TRD,"4,400,000",,,,,,,FALSE,FALSE
,Stavanger,SVG,"4,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Oman,Muscat,MCT,"12,000,000",,,,,,,FALSE,FALSE
,Salalah,SLL,"1,200,000",,,,,,,FALSE,FALSE
,,,,,,,,,,,
,,,,,,,,,,,
Pakistan,Karachi,KHI,"6,200,000",,,,,,,FALSE,FALSE
